Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,189.0,191.13999938964844,188.72000122070312,191.1199951171875,184.83807373046875,8733000
2020-01-03,188.41000366210938,190.9600067138672,187.9199981689453,189.60000610351562,183.36802673339844,4899700
2020-01-06,188.0,189.2100067138672,187.16000366210938,189.19000244140625,182.97154235839844,10109500
2020-01-07,189.58999633789062,190.10000610351562,188.60000610351562,188.69000244140625,182.48794555664062,4392300
2020-01-08,189.49000549316406,192.5,188.8000030517578,191.9199981689453,185.61180114746094,5712000
2020-01-09,193.0,193.9199981689453,192.52000427246094,193.25,186.89808654785156,6748000
2020-01-10,193.5,194.57000732421875,193.11000061035156,193.77000427246094,187.40097045898438,6586400
2020-01-13,194.44000244140625,195.60000610351562,194.27999877929688,195.3300018310547,188.90966796875,11290500
2020-01-14,196.74000549316406,196.9499969482422,195.13999938964844,196.0500030517578,189.60601806640625,6236500
2020-01-15,197.0,200.14999389648438,196.32000732421875,199.8000030517578,193.2327880859375,10831100
2020-01-16,201.0,201.5,199.77999877929688,200.9499969482422,194.344970703125,9983700
2020-01-17,201.75999450683594,204.75,199.97999572753906,204.6999969482422,197.9717254638672,12518900
2020-01-21,204.1300048828125,208.38999938964844,203.8000030517578,207.2899932861328,200.4765625,14861700
2020-01-22,207.50999450683594,210.1300048828125,207.2899932861328,207.89999389648438,201.0665283203125,8065000
2020-01-23,207.89999389648438,208.39999389648438,205.3000030517578,206.52000427246094,199.73187255859375,8520800
2020-01-24,207.4199981689453,207.99000549316406,204.2100067138672,205.0,198.2618408203125,7812900
2020-01-27,200.0,203.3300018310547,199.10000610351562,201.69000244140625,195.06065368652344,7198900
2020-01-28,202.38999938964844,203.83999633789062,201.77999877929688,202.85000610351562,196.18252563476562,7215700
2020-01-29,204.3000030517578,205.9199981689453,202.50999450683594,204.86000061035156,198.12643432617188,7041700
2020-01-30,204.0,208.5,203.32000732421875,208.2100067138672,201.36634826660156,8571900
2020-01-31,201.49000549316406,203.97999572753906,198.25999450683594,198.97000122070312,192.4300537109375,16699600
2020-02-03,199.94000244140625,202.25999450683594,199.85000610351562,200.80999755859375,194.2095947265625,10885900
2020-02-04,203.5,204.9199981689453,202.22999572753906,203.55999755859375,196.8691864013672,10205900
2020-02-05,205.5,205.60000610351562,199.9499969482422,202.80999755859375,196.14385986328125,8672400
2020-02-06,203.0500030517578,204.6300048828125,202.47999572753906,203.0399932861328,196.36627197265625,7001200
2020-02-07,201.97999572753906,203.8300018310547,201.08999633789062,202.74000549316406,196.07614135742188,5691100
2020-02-10,201.97000122070312,206.1300048828125,201.86000061035156,205.99000549316406,199.2193145751953,6239500
2020-02-11,207.5,207.6699981689453,203.63999938964844,203.94000244140625,197.23667907714844,10231900
2020-02-12,205.0,208.14999389648438,205.0,207.44000244140625,200.62164306640625,7355800
2020-02-13,206.6199951171875,208.47000122070312,206.0500030517578,207.39999389648438,200.87347412109375,9495300
2020-02-14,208.2899932861328,210.77999877929688,208.00999450683594,210.2899932861328,203.6724853515625,6548800
2020-02-18,210.0,211.5,209.36000061035156,211.1999969482422,204.5538787841797,7651500
2020-02-19,212.52000427246094,214.1699981689453,211.72000122070312,213.30999755859375,206.5974884033203,5927500
2020-02-20,212.1300048828125,213.69000244140625,208.27999877929688,211.4499969482422,204.7960205078125,8531900
