Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,386.95001220703125,388.07000732421875,382.739990234375,385.5299987792969,370.67279052734375,662100
2022-01-04,387.5400085449219,397.8500061035156,387.5400085449219,396.989990234375,381.6911315917969,740500
2022-01-05,391.0400085449219,399.57000732421875,390.17999267578125,394.989990234375,379.7681884765625,1072500
2022-01-06,397.55999755859375,399.8299865722656,394.3999938964844,397.2699890136719,381.9603576660156,764300
2022-01-07,398.32000732421875,401.1499938964844,396.0799865722656,400.4200134277344,384.9889831542969,908600
2022-01-10,405.0,406.8399963378906,399.239990234375,402.2300109863281,386.72918701171875,1018100
2022-01-11,397.70001220703125,401.69000244140625,395.5,400.6000061035156,385.16204833984375,605000
2022-01-12,401.32000732421875,402.2300109863281,393.6499938964844,395.5299987792969,380.28741455078125,714800
2022-01-13,395.5299987792969,399.8699951171875,394.3699951171875,397.6099853515625,382.2872314453125,665300
2022-01-14,397.2799987792969,404.0,395.8800048828125,403.45001220703125,387.9022216796875,936100
2022-01-18,403.3399963378906,404.0,395.8900146484375,401.6300048828125,386.15234375,774800
2022-01-19,403.04998779296875,408.9700012207031,401.4800109863281,401.6499938964844,386.1715393066406,570100
2022-01-20,401.489990234375,404.3999938964844,396.9800109863281,397.4100036621094,382.0949401855469,843900
2022-01-21,399.760009765625,407.6000061035156,397.82000732421875,398.80999755859375,383.44097900390625,928100
2022-01-24,398.0,404.75,394.7300109863281,403.05999755859375,387.5272216796875,1303300
2022-01-25,399.7099914550781,405.57000732421875,393.010009765625,403.17999267578125,387.642578125,987700
2022-01-26,402.5199890136719,408.75,399.19000244140625,403.2300109863281,387.6907043457031,1111000
2022-01-27,389.75,391.20001220703125,371.3599853515625,373.989990234375,359.5774841308594,1797900
2022-01-28,370.45001220703125,380.739990234375,369.3399963378906,380.20001220703125,365.5482177734375,921000
2022-01-31,376.760009765625,378.1400146484375,366.8800048828125,369.8999938964844,355.6451110839844,1141900
2022-02-01,369.8900146484375,371.92999267578125,364.6199951171875,370.5799865722656,356.2989196777344,898400
2022-02-02,367.3999938964844,371.9200134277344,365.25,370.9800109863281,356.68353271484375,764800
2022-02-03,372.5,374.79998779296875,368.0,373.80999755859375,359.4044189453125,676100
2022-02-04,372.29998779296875,374.9200134277344,367.0,369.75,355.5008544921875,532400
2022-02-07,370.5400085449219,375.6000061035156,368.2099914550781,373.1600036621094,358.77947998046875,539800
2022-02-08,374.2900085449219,380.0,371.6600036621094,379.32000732421875,364.70208740234375,607500
2022-02-09,380.1099853515625,384.6700134277344,379.6199951171875,384.3599853515625,369.5478515625,702800
2022-02-10,382.760009765625,386.3399963378906,379.92999267578125,382.0199890136719,367.29803466796875,906000
2022-02-11,382.989990234375,401.2200012207031,380.260009765625,399.32000732421875,383.93133544921875,1772600
2022-02-14,397.0,397.3399963378906,382.7799987792969,390.6000061035156,375.54742431640625,1709900
2022-02-15,387.17999267578125,388.9200134277344,380.29998779296875,384.7699890136719,369.9420471191406,787600
2022-02-16,384.989990234375,394.260009765625,384.79998779296875,393.6600036621094,378.4894714355469,1086100
2022-02-17,392.7699890136719,401.3599853515625,391.4100036621094,398.1099853515625,382.7679748535156,887800
2022-02-18,397.5,399.4700012207031,391.07000732421875,391.25,376.17236328125,1472200
2022-02-22,394.8699951171875,396.510009765625,386.8800048828125,390.7300109863281,375.6723937988281,719200
2022-02-23,392.3999938964844,394.6000061035156,384.8399963378906,386.0799865722656,371.2015686035156,666100
2022-02-24,395.6199951171875,402.8999938964844,389.989990234375,395.489990234375,380.2489318847656,1548300
2022-02-25,393.3399963378906,411.0799865722656,393.3399963378906,409.6700134277344,395.4523620605469,1260000
2022-02-28,414.30999755859375,442.94000244140625,413.92999267578125,442.1400146484375,426.7955017089844,2603800
2022-03-01,444.3299865722656,457.0899963378906,443.7200012207031,456.1000061035156,440.27099609375,2236300
2022-03-02,451.7699890136719,457.5400085449219,436.05999755859375,453.3900146484375,437.655029296875,1784400
2022-03-03,452.3999938964844,455.0899963378906,441.3699951171875,449.69000244140625,434.0834655761719,1426100
2022-03-04,454.1400146484375,472.94000244140625,450.010009765625,468.57000732421875,452.3081970214844,1675700
2022-03-07,472.4200134277344,490.82000732421875,471.95001220703125,477.95001220703125,461.3627014160156,2401800
2022-03-08,476.1600036621094,477.7900085449219,448.20001220703125,449.2099914550781,433.6200866699219,2448200
2022-03-09,441.5199890136719,456.8399963378906,437.45001220703125,449.9200134277344,434.3054504394531,1730700
2022-03-10,450.489990234375,463.1199951171875,441.8399963378906,444.6099853515625,429.17974853515625,1442900
2022-03-11,447.67999267578125,449.8599853515625,435.69000244140625,436.29998779296875,421.15814208984375,1175900
2022-03-14,439.29998779296875,442.6499938964844,431.2300109863281,441.4200134277344,426.1004638671875,913600
2022-03-15,443.5400085449219,448.3699951171875,436.8699951171875,447.82000732421875,432.2783508300781,827500
2022-03-16,430.4200134277344,443.1099853515625,416.2300109863281,424.42999267578125,409.7001037597656,1878000
2022-03-17,431.0400085449219,434.989990234375,424.6199951171875,428.79998779296875,413.91839599609375,978400
2022-03-18,428.0400085449219,433.4100036621094,424.3500061035156,427.95001220703125,413.09796142578125,1826100
2022-03-21,435.239990234375,448.2699890136719,432.1099853515625,446.6000061035156,431.1007080078125,1293500
2022-03-22,447.1099853515625,448.0,438.5400085449219,446.29998779296875,430.81103515625,741300
2022-03-23,448.0,452.0,442.5199890136719,446.9200134277344,431.40960693359375,587100
2022-03-24,446.989990234375,455.1400146484375,446.0799865722656,454.57000732421875,438.7940673828125,665100
2022-03-25,453.3599853515625,460.42999267578125,453.3599853515625,458.17999267578125,442.27880859375,480000
2022-03-28,453.8599853515625,455.79998779296875,444.6000061035156,446.79998779296875,431.29376220703125,661200
2022-03-29,434.69000244140625,450.6099853515625,431.3800048828125,446.30999755859375,430.8207702636719,893800
2022-03-30,449.489990234375,456.489990234375,448.489990234375,453.3299865722656,437.5971374511719,624000
2022-03-31,449.9700012207031,457.92999267578125,446.70001220703125,447.2200012207031,431.6991882324219,648000
